🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
2025-02-05 12:53:54.546991: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:477] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1738760034.868353    1341 cuda_dnn.cc:8310] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
E0000 00:00:1738760034.955203    1341 cuda_blas.cc:1418] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2025-02-05 12:53:55.568573: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
🦥 Unsloth Zoo will now patch everything to make training faster!
==((====))==  Unsloth 2025.1.8: Fast Mistral patching. Transformers: 4.47.1.
   \\   /|    GPU: Tesla T4. Max memory: 14.741 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.5.1+cu124. CUDA: 7.5. CUDA Toolkit: 12.4. Triton: 3.1.0
\        /    Bfloat16 = FALSE. FA [Xformers = 0.0.29.post1. FA2 = False]
 "-____-"     Free Apache license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
model.safetensors: 100% 2.26G/2.26G [00:14<00:00, 158MB/s]
generation_config.json: 100% 194/194 [00:00<00:00, 1.37MB/s]
tokenizer_config.json: 100% 3.34k/3.34k [00:00<00:00, 22.3MB/s]
tokenizer.model: 100% 500k/500k [00:00<00:00, 29.3MB/s]
added_tokens.json: 100% 293/293 [00:00<00:00, 2.16MB/s]
special_tokens_map.json: 100% 458/458 [00:00<00:00, 3.45MB/s]
tokenizer.json: 100% 1.84M/1.84M [00:00<00:00, 2.12MB/s]
Unsloth 2025.1.8 patched 32 layers with 32 QKV layers, 32 O layers and 32 MLP layers.
Generating train split: 1914 examples [00:00, 29327.58 examples/s]
Map: 100% 1914/1914 [00:05<00:00, 363.18 examples/s]
GPU = Tesla T4. Max memory = 14.74127197265625 GB.
2.283 GB of memory reserved.
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs = 1
   \\   /|    Num examples = 1,914 | Num Epochs = 1
O^O/ \_/ \    Batch size per device = 2 | Gradient Accumulation steps = 4
\        /    Total batch size = 8 | Total steps = 239
 "-____-"     Number of trainable parameters = 29,884,416
{'loss': 0.0394, 'grad_norm': 0.03708122298121452, 'learning_rate': 4.52991452991453e-05, 'epoch': 0.81}
{'loss': 0.039, 'grad_norm': 0.04152601957321167, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.82}
{'loss': 0.0331, 'grad_norm': 0.051169395446777344, 'learning_rate': 4.358974358974359e-05, 'epoch': 0.82}
{'loss': 0.0424, 'grad_norm': 0.04467342421412468, 'learning_rate': 4.2735042735042735e-05, 'epoch': 0.82}
{'loss': 0.03, 'grad_norm': 0.03681726008653641, 'learning_rate': 4.1880341880341886e-05, 'epoch': 0.83}
{'loss': 0.0435, 'grad_norm': 0.04436301440000534, 'learning_rate': 4.1025641025641023e-05, 'epoch': 0.83}
{'loss': 0.0396, 'grad_norm': 0.0384855680167675, 'learning_rate': 4.0170940170940174e-05, 'epoch': 0.84}
{'loss': 0.0418, 'grad_norm': 0.043988924473524094, 'learning_rate': 3.931623931623932e-05, 'epoch': 0.84}
{'loss': 0.0405, 'grad_norm': 0.04209562763571739, 'learning_rate': 3.846153846153846e-05, 'epoch': 0.84}
{'loss': 0.0343, 'grad_norm': 0.03762317821383476, 'learning_rate': 3.760683760683761e-05, 'epoch': 0.85}
{'loss': 0.0423, 'grad_norm': 0.04212115332484245, 'learning_rate': 3.675213675213676e-05, 'epoch': 0.85}
{'loss': 0.0359, 'grad_norm': 0.038615189492702484, 'learning_rate': 3.58974358974359e-05, 'epoch': 0.86}
{'loss': 0.0387, 'grad_norm': 0.045613013207912445, 'learning_rate': 3.504273504273504e-05, 'epoch': 0.86}
{'loss': 0.0438, 'grad_norm': 0.044257983565330505, 'learning_rate': 3.418803418803419e-05, 'epoch': 0.87}
{'loss': 0.0359, 'grad_norm': 0.03557233139872551, 'learning_rate': 3.3333333333333335e-05, 'epoch': 0.87}
{'loss': 0.0322, 'grad_norm': 0.043371446430683136, 'learning_rate': 3.247863247863248e-05, 'epoch': 0.87}
{'loss': 0.0452, 'grad_norm': 0.04829224571585655, 'learning_rate': 3.162393162393162e-05, 'epoch': 0.88}
{'loss': 0.0362, 'grad_norm': 0.044774241745471954, 'learning_rate': 3.0769230769230774e-05, 'epoch': 0.88}
{'loss': 0.0391, 'grad_norm': 0.044845499098300934, 'learning_rate': 2.9914529914529915e-05, 'epoch': 0.89}
{'loss': 0.052, 'grad_norm': 0.046496327966451645, 'learning_rate': 2.9059829059829063e-05, 'epoch': 0.89}
{'loss': 0.0441, 'grad_norm': 0.04235087335109711, 'learning_rate': 2.8205128205128207e-05, 'epoch': 0.89}
{'loss': 0.0281, 'grad_norm': 0.03447224572300911, 'learning_rate': 2.7350427350427355e-05, 'epoch': 0.9}
{'loss': 0.0445, 'grad_norm': 0.045657265931367874, 'learning_rate': 2.64957264957265e-05, 'epoch': 0.9}
{'loss': 0.0451, 'grad_norm': 0.04216845706105232, 'learning_rate': 2.564102564102564e-05, 'epoch': 0.91}
{'loss': 0.0385, 'grad_norm': 0.042232446372509, 'learning_rate': 2.4786324786324787e-05, 'epoch': 0.91}
{'loss': 0.0316, 'grad_norm': 0.03659393638372421, 'learning_rate': 2.3931623931623935e-05, 'epoch': 0.92}
{'loss': 0.0374, 'grad_norm': 0.04253699257969856, 'learning_rate': 2.307692307692308e-05, 'epoch': 0.92}
{'loss': 0.045, 'grad_norm': 0.044493213295936584, 'learning_rate': 2.2222222222222223e-05, 'epoch': 0.92}
{'loss': 0.0447, 'grad_norm': 0.04450448229908943, 'learning_rate': 2.1367521367521368e-05, 'epoch': 0.93}
{'loss': 0.0335, 'grad_norm': 0.0696541890501976, 'learning_rate': 2.0512820512820512e-05, 'epoch': 0.93}
{'loss': 0.0308, 'grad_norm': 0.037877101451158524, 'learning_rate': 1.965811965811966e-05, 'epoch': 0.94}
{'loss': 0.0396, 'grad_norm': 0.041142623871564865, 'learning_rate': 1.8803418803418804e-05, 'epoch': 0.94}
{'loss': 0.0386, 'grad_norm': 0.04009538143873215, 'learning_rate': 1.794871794871795e-05, 'epoch': 0.94}
{'loss': 0.0488, 'grad_norm': 0.04853341728448868, 'learning_rate': 1.7094017094017095e-05, 'epoch': 0.95}
{'loss': 0.0433, 'grad_norm': 0.03958313539624214, 'learning_rate': 1.623931623931624e-05, 'epoch': 0.95}
{'loss': 0.0421, 'grad_norm': 0.04507679119706154, 'learning_rate': 1.5384615384615387e-05, 'epoch': 0.96}
{'loss': 0.0373, 'grad_norm': 0.041527509689331055, 'learning_rate': 1.4529914529914531e-05, 'epoch': 0.96}
{'loss': 0.0382, 'grad_norm': 0.04212448373436928, 'learning_rate': 1.3675213675213677e-05, 'epoch': 0.97}
{'loss': 0.0341, 'grad_norm': 0.038246870040893555, 'learning_rate': 1.282051282051282e-05, 'epoch': 0.97}
{'loss': 0.0391, 'grad_norm': 0.03952040895819664, 'learning_rate': 1.1965811965811967e-05, 'epoch': 0.97}
{'loss': 0.0339, 'grad_norm': 0.04345984756946564, 'learning_rate': 1.1111111111111112e-05, 'epoch': 0.98}
{'loss': 0.0422, 'grad_norm': 0.041837695986032486, 'learning_rate': 1.0256410256410256e-05, 'epoch': 0.98}
{'loss': 0.0497, 'grad_norm': 0.04504566267132759, 'learning_rate': 9.401709401709402e-06, 'epoch': 0.99}
{'loss': 0.0353, 'grad_norm': 0.043420158326625824, 'learning_rate': 8.547008547008548e-06, 'epoch': 0.99}
{'loss': 0.0392, 'grad_norm': 0.04681269824504852, 'learning_rate': 7.692307692307694e-06, 'epoch': 0.99}
{'loss': 0.0398, 'grad_norm': 0.04325404018163681, 'learning_rate': 6.837606837606839e-06, 'epoch': 1.0}
{'train_runtime': 5229.5597, 'train_samples_per_second': 0.366, 'train_steps_per_second': 0.046, 'train_loss': 0.48642477759444563, 'epoch': 1.0}
100% 239/239 [1:27:09<00:00, 21.88s/it]
Training runtime: 87.16 minutes
Training memory: 0.983 GB
